id,type,subtype,name,rank,slash,crush,pierce,blaze,freeze,spark,divine,parent,skill,cost,prereq,materials
M-LB-129,Melee,Long Blade,Clemencor N,6,312,0,0,0,1,0,0,M-LB-128,Objective Master III,4160,M-LB-128,Royal Wing:1|Royal Fang:1|Royal Filigree:1|Basilisk Armor:1|Basilisk Redstone:1
M-LB-130,Melee,Long Blade,Clemencor X,9,468,0,0,0,1,0,0,M-LB-129,Objective Master IV,9600,M-LB-129,Ice King Armor:1|Ice King Grease:1|Boreas Rumbler:2|Wukong ARmor+:2|Pixie Rime Shell:1
M-LB-131,Melee,Long Blade,Clemencor V,11,544,0,0,0,1,0,0,M-LB-131,Objective Master IV,16000,M-LB-131,Empress Fang:1|Royal Ice Armor:1|Ice Wyrm Fang:1|Basilisk Ice Horn:1|Frigid Ambrosia:1
M-LB-132,Melee,Long Blade,Clemencor EX,14,617,0,0,0,1,0,0,M-LB-131,Objective Master IV,96000,M-LB-131,Generic Compound Core:1
M-LB-133,Melee,Long Blade,Fire Katana,4,214,0,0,1,0,0,0,-,Artisan's Hand II,3500,-,Wyrm Horn:1|Wyrm Redstone:1|Knight Armor:1|Meteorite Sliver:1
M-LB-134,Melee,Long Blade,Fire Katana II,6,306,0,0,1,0,0,0,M-LB-133,Artisan's Hand III,4160,M-LB-133,Blaze Knight Armor:1|Chaotic Horn:1|Blaze Knight Redstone:1|Blaze Knight Prickle:1|Soft Iron:1
M-LB-135,Melee,Long Blade,Fire Katana N,8,403,0,0,1,0,0,0,M-LB-134,Artisan's Hand IV,8800,M-LB-134,Blaze Knight Armor+:1|Blaze Knight Soft Steel:1|Blaze Knight Amethyst:1|Pure Soft Iron:1|Meteorite Sliver:1
M-LB-136,Melee,Long Blade,Fire Katana X,9,459,0,0,1,0,0,0,M-LB-135,"Artisan's Hand IV, Technical Power II",9600,M-LB-135,Helios Carver:1|Blaze Knight Needle:1|Helios Raiment:1|Holy Jewel Steel:1|Oracle Blaze Stone:1
M-LB-137,Melee,Long Blade,Fire Katana V,11,533,0,0,1,0,0,0,M-LB-136,"Artisan's Hand IV, Technical Power III",16000,M-LB-136,Blaze Wyrm Fang:1|Blaze Knight Lance:1|Serpent Blaze Horn:1|Flaming Crystal:1|Orichalcum:1
M-LB-138,Melee,Long Blade,Fire Katana EX,13,605,0,0,1,0,0,0,M-LB-137,"Artisan's Hand IV, Technical Power IV",96000,M-LB-137,Generic Compound Core:1
M-LB-139,Melee,Long Blade,Bolt Katana,5,257,0,0,0,0,1,0,-,Artisan's Hand II,4200,-,Spark Knight Armor:1|Hardener:1|Knight Armor:1|Jewel Steel:1
M-LB-140,Melee,Long Blade,Bolt Katana II,6,306,0,0,0,0,1,0,M-LB-139,Artisan's Hand III,4160,M-LB-139,Chaotic Claw:1|Chaotic Tektite:1|Spark Knight Iron:1|Soft Iron:1|Spark Ogre Spire:1
M-LB-141,Melee,Long Blade,Bolt Katana N,8,403,0,0,0,0,1,0,M-LB-140,Artisan's Hand IV,8800,M-LB-140,Spark Knight Armor+:1|Hanuman Mask:1|Volt Generator:1|Pure Jewel Steel:1|Pixie Shock Shell:1
M-LB-142,Melee,Long Blade,Bolt Katana X,11,533,0,0,0,0,1,0,M-LB-141,"Artisan's Hand IV, Technical Power II",16000,M-LB-141,Spark Knight God Needle:1|Spark Knight Soft Steel:1|Spark Knight Ambrosia:1|Super Conductor:1|Holy Jewel Steel:1
M-LB-143,Melee,Long Blade,Bolt Katana V,13,585,0,0,0,0,1,0,M-LB-142,"Artisan's Hand IV, Technical Power III",52000,M-LB-142,Spark Knight Cuirass:1|Spark Knight Steel:1|Chimera Storm Claw:1|Chimera Amethyst:1|Orichalcum:1
M-LB-144,Melee,Long Blade,Bolt Katana EX,14,605,0,0,0,0,1,0,M-LB-143,"Artisan's Hand IV, Technical Power IV",96000,M-LB-143,Generic Compound Core:1
M-LB-145,Melee,Long Blade,Poli'ahu,6,292,0,0,0,2,0,0,-,Cycling Rate I,5200,-,Royal Filigree:2|Royal Armor:1|Royal Wing:1|Basilisk Armor:1|Basilisk Gun:2
M-LB-146,Melee,Long Blade,Poli'ahu II,8,395,0,0,0,2,0,0,M-LB-145,Cycling Rate II,8800,M-LB-145,Royal Crown:2|Royal Bone:1|Royal Redstone:1|Basilisk Ice Horn:1|Pixie Rime Shell:2
M-LB-147,Melee,Long Blade,Skadi,9,450,0,0,0,2,0,0,M-LB-146,Cycling Rate III,9600,M-LB-146,Royal Crown:2|Royal Bone:1|Royal Fang:1|Basilisk Amethyst:1|Pixie Rime Shell:2
M-LB-148,Melee,Long Blade,Skadi II,12,540,0,0,0,1,0,0,M-LB-147,"Cycling Rate III, Triple Point I",40800,M-LB-147,Royal Ice Armor:1|Royal Bone:1|Royal Redstone:1|Arctic Barrel:1|Lucifer Keep:2
M-LB-149,Melee,Long Blade,Skadi EX,14,593,0,0,0,1,0,0,M-LB-148,"Cycling Rate III, Triple Point II",96000,M-LB-148,Generic Compound Core:1
M-LB-150,Melee,Long Blade,Schwarz Blut,6,295,0,0,0,0,1,1,-,Main Dish I,5200,-,Emperor Skull:2|Emperor Wing:3|Emperor Claw:2|Emperor Fang:1|Damascus Steel:1
M-LB-151,Melee,Long Blade,Schwarz Blut II,7,365,0,0,0,0,1,1,M-LB-150,Main Dish II,7760,M-LB-150,Emperor Skull:2|Emperor Wing:2|Emperor Fang:2|Emperor Claw:1|Pure Damascus:1
M-LB-152,Melee,Long Blade,Schwarz Blut N,8,399,0,0,0,0,1,1,M-LB-152,Main Dish III,8800,M-LB-152,Emperor Mane:3|Emperor Limb:2|Emperor Fang:2|Emperor Redstone:1|Volt Generator:2
M-LB-153,Melee,Long Blade,Finsternis,10,508,0,0,0,0,1,1,M-LB-150,"Main Dish III, Great Devourer I",13600,M-LB-150,Emperor Mane:3|Imperial Wing:2|Imperial Claw:1|Imperial Crown:1|Orichalcum:1
M-LB-154,Melee,Long Blade,Finsternis II,11,528,0,0,0,0,1,1,M-LB-153,"Main Dish III, Great Devourer II",16000,M-LB-153,Emperor Redstone:1|Imperial Wing:2|Imperial Claw:1|Imperial Crown:1|Orichalcum:1
M-LB-155,Melee,Long Blade,Finsternis N,13,579,0,0,0,0,1,1,M-LB-154,"Main Dish III, Great Devourer III",52000,M-LB-154,Emperor Pelt:3|Imperial Claw:2|Emperor Incisor:2|Emperor Amethyst:1|Mana Orb:2
M-LB-156,Melee,Long Blade,Finsternis EX,14,599,0,0,0,0,1,1,M-LB-155,"Main Dish III, Great Devourer IV",96000,M-LB-155,Generic Compound Core:1
M-LB-157,Melee,Long Blade,Deus Blade Takiri,6,298,0,0,0,0,0,1,-,Break Pocket I,5200,-,Shattered God Arc:1|Prince's Dust:1|Prince's Mail:1|Prince's Thorn:1|Prince's Spirit:1
M-LB-158,Melee,Long Blade,Deus Blade Takiri II,7,369,0,0,0,0,0,1,M-LB-157,Break Pocket II,7760,M-LB-157,Shattered God Arc:1|Prince's Dust:1|Prince's Thorn:1|Prince's Iron:1|Prince's Spirit:1
M-LB-159,Melee,Long Blade,Deus Blade Takiri N,9,459,0,0,0,0,0,1,M-LB-158,Break Pocket III,9600,M-LB-158,Shattered God Arc:1|Prince's Thorn:1|Prince's Mail:1|Diablo Plumage:1|Anathema Shooter:1
M-LB-160,Melee,Long Blade,Deus Blade Takiri X,12,551,0,0,0,0,0,1,M-LB-159,"Break Pocket III, Skilled Hand I",40800,M-LB-159,Shattered God Arc:2|Prince's Pin:2|Prince's Steel:2|Prince's Sand:1|Prince's Soul:1
M-LB-161,Melee,Long Blade,Deus Blade Takiri V,13,585,0,0,0,0,0,1,M-LB-160,"Break Pocket III, Skilled Hand II",52000,M-LB-160,Shattered God Arc:3|Prince's Pin:2|Prince's Soul:2|Regina's Stone:1|Elder's Soul:1
M-LB-162,Melee,Long Blade,Deus Blade Takiri EX,14,605,0,0,0,0,0,1,M-LB-161,"Break Pocket III, Skilled Hand III",96000,M-LB-161,Generic Compound Core:1
M-LB-163,Melee,Long Blade,Serpent Blade,7,349,0,0,2,0,0,0,-,Major Step I,9700,-,Serpent Armor:3|Serpent Soft Iron:2|Serpent Fang:2|Serpent Horn:2|Serpent Cataphract:1
M-LB-164,Melee,Long Blade,Serpent Blade II,8,395,0,0,2,0,0,0,M-LB-163,Major Step II,8800,M-LB-163,Serpent Armor:1|Serpent Soft Iron:1|Cinder Crystal:1|Serpent Horn:1|Serpent Helm:1
M-LB-165,Melee,Long Blade,Serpent Blade N,10,503,0,0,2,0,0,0,M-LB-164,Major Step III,13600,M-LB-164,Serpent Soft Iron:1|Serpent Blaze Horn:1|Serpent Blaze Fang:1|Flaming Crystal:1|Serpent Armor:1
M-LB-166,Melee,Long Blade,Serpent Blade X,11,523,0,0,2,0,0,0,M-LB-165,"Major Step III, Polished Evasion I",16000,M-LB-165,Serpent Blaze Horn:1|Serpent Blaze Fang:1|Holy Serpent Guard:1|Serpent Ambrosia:1|Serpent Soft Iron:1
M-LB-167,Melee,Long Blade,Serpent Blade V,13,573,0,0,2,0,0,0,M-LB-166,"Major Step III, Polished Evasion II",52000,M-LB-166,Serpent Soft Steel:1|Serpent Carapace:1|Serpent Blaze Fang:1|Flaming Crystal:1|Serpent Ambrosia:1
M-LB-168,Melee,Long Blade,Serpent Blade EX,14,593,0,0,2,0,0,0,M-LB-167,"Major Step III, Polished Evasion III",96000,M-LB-167,Generic Compound Core:1
M-LB-169,Melee,Long Blade,Phantom Blade,10,503,0,0,1,0,0,1,M-LB-164,Major Step III,13600,M-LB-164,Phantom Armor:1|Phantom Cataphract:1|Phantom Horn:1|Phantom Helm:1|Seraphic Crystal:1
M-LB-170,Melee,Long Blade,Phantom Blade II,11,523,0,0,1,0,0,1,M-LB-169,"Major Step III, Polished Evasion I",16000,M-LB-169,Phantom Horn:1|Phantom Incisor:1|Phantom Cataphract:1|Phantom Ambrosia:1|Serpent Armor:1
M-LB-171,Melee,Long Blade,Phantom Blade N,13,573,0,0,1,0,0,1,M-LB-170,"Major Step III, Polished Evasion II",52000,M-LB-170,Phantom Arm Gauntlet:1|Phantom Lance:1|Phantom Helm:1|Phantom Ambrosia:1|Deific Crystal:1
M-LB-172,Melee,Long Blade,Phantom Blade EX,14,593,0,0,1,0,0,1,M-LB-171,"Major Step III, Polished Evasion III",96000,M-LB-171,Generic Compound Core:1
M-LB-173,Melee,Long Blade,Blood Surge,7,353,0,0,0,1,1,0,-,Commanding Officer I,9700,-,Serpent Armor:2|Serpent Horn:1|Serpent Fang:1|Cinder Crystal:1|Serpent Soft Iron:1
M-LB-174,Melee,Long Blade,Blood Surge II,9,454,0,0,0,1,1,0,M-LB-173,Commanding Officer II,9600,M-LB-173,Holy Serpent Guard:1|Royal Ice Wing:1|Royal Redstone:1|Cinder Crystal:1|Serpent Helm:1
M-LB-175,Melee,Long Blade,Blood Surge N,10,508,0,0,0,1,1,0,M-LB-174,Commanding Officer III,13600,M-LB-174,Phantom Armor:2|Phantom Horn:2|Phantom Incisor:2|Seraphic Crystal:1|Phantom Ambrosia:1
M-LB-176,Melee,Long Blade,Blood Surge X,12,546,0,0,0,1,1,0,M-LB-175,Commanding Officer IV,40800,M-LB-175,Yin-Yang Halo:1|Royal ice Wing:1|Royal Redstone:1|Chimera Spark Claw:1|Chimera Redstone:1
M-LB-177,Melee,Long Blade,Blood Surge V,13,579,0,0,0,1,1,0,M-LB-176,Commanding Officer IV,52000,M-LB-176,Phantom Armor:1|Phantom Lance:1|Phantom Arm Gauntlet:1|Deific Crystal:1|Phantom Ambrosia:1
M-LB-178,Melee,Long Blade,Blood Surge EX,14,599,0,0,0,1,1,0,M-LB-177,Commanding Officer IV,96000,M-LB-177,Generic Compound Core:1
M-LB-179,Melee,Long Blade,Venom Blade,7,353,0,0,0,0,0,0,-,Belladonna I,9700,-,Draconic Horn:1|King Shock Absorber:1|Wyrm Blaze Horn:1|Witch Wing:1|Venom Metal:1
M-LB-180,Melee,Long Blade,Enticement Blade,9,454,0,0,0,0,0,0,M-LB-179,Belladonna II,9600,M-LB-179,Draconic Horn:1|Ares Alloy:1|Wyrm Blaze Horn:1|Witch Wing:1|Witch Redstone:1
M-LB-181,Melee,Long Blade,Enticement Blade II,12,546,0,0,0,0,0,0,M-LB-180,Belladonna III,40800,M-LB-180,Draconic Horn:1|Wyrm Fin:1|Wyrm Blaze Horn:1|Goddess Venom:1|Super Poison Metal:1
M-LB-182,Melee,Long Blade,Rattlesnake,14,599,0,0,0,0,0,0,M-LB-181,Belladonna IV,96000,M-LB-181,Generic Compound Core:1
M-LB-183,Melee,Long Blade,Animato,7,356,0,0,0,0,0,1,-,Dunamis I,9700,-,Helios Circlet:1|Helios Sash:1|Helios Steel:1|Helios Armor:1|Pure Jewel Steel:1
M-LB-184,Melee,Long Blade,Animato II,9,459,0,0,0,0,0,1,M-LB-183,Dunamis II,9600,M-LB-183,Yin-Yang Ingot:1|Helios Carver:1|Yin-Yang Ambrosia:1|Yin-Yang Raiment:1|Yin-Yang Sash:1
M-LB-185,Melee,Long Blade,Animato N,10,513,0,0,0,0,0,1,M-LB-184,Dunamis III,13600,M-LB-184,Helios Raiment:1|Helios Ambrosia:1|Helios Ingot:1|Helios Carver:1|Helios Crystal:1
M-LB-186,Melee,Long Blade,Grandioso,12,551,0,0,0,0,0,1,M-LB-185,"Dunamis III, Disease Treatment I",40800,M-LB-185,Invictus Guard:1|Invictus Carver:1|Invictus Corona:1|Helios Ambrosia:1|Invictus Crystal:1
M-LB-187,Melee,Long Blade,Grandioso EX,14,605,0,0,0,0,0,1,M-LB-186,"Dunamis III, Disease Treatment III",96000,M-LB-186,Generic Compound Core:1
M-LB-188,Melee,Long Blade,Con Fuoco,7,356,0,0,1,0,0,0,-,Dunamis I,9700,-,Helios Circlet:1|Helios Sash:1|Helios Steel:1|Helios Armor:1|Pure Jewel Steel:1
M-LB-189,Melee,Long Blade,Con Fuoco II,8,403,0,0,1,0,0,0,M-LB-188,Dunamis II,8800,M-LB-188,Helios Carver:1|Helios Raiment:1|Helios Steel:1|Helios halo:1|Helios Crystal:1
M-LB-190,Melee,Long Blade,Con Fuoco N,9,459,0,0,1,0,0,0,M-LB-189,Dunamis III,9600,M-LB-189,Helios Raiment:1|Helios Halo:1|Helios Steel:1|Yin-Yang Carver:1|Helios Crystal:1
M-LB-191,Melee,Long Blade,Fervore,11,533,0,0,1,0,0,0,M-LB-190,"Dunamis III, Disease Treatment I",16000,M-LB-190,Yin-Yang Raiment:1|Yin-Yang Ambrosia:1|Yin-Yang Ingot:1|Helios Carver:1|Helios Crystal:1
M-LB-192,Melee,Long Blade,Fervore II,13,585,0,0,1,0,0,0,M-LB-191,"Dunamis III, Disease Treatment II",52000,M-LB-191,Invictus Corona:1|Yin-Yang Sickle:1|Helios Ambrosia:1|Invictus Carver:1|Invictus Crystal:1
M-LB-193,Melee,Long Blade,Fervore EX,14,605,0,0,1,0,0,0,M-LB-192,"Dunamis III, Disease Treatment III",96000,M-LB-192,Generic COmpound Core:1
M-LB-194,Melee,Long Blade,Avenger,7,364,0,0,1,0,0,0,-,New-Type Training I,9700,-,Garuda Bone:2|Garuda Blade:2|Garuda Wing:2|Garuda Talon:2|Witch Crown:1
M-LB-195,Melee,Long Blade,Avenger II,9,468,0,0,1,0,0,0,M-LB-194,New-Type Training II,9600,M-LB-194,Blaze Knight Soft Steel:2|Blaze Knight Needle:1|Wyrm Blaze Horn:1|Blaze Wyrm Fang:1|Draconic Horn:1
M-LB-196,Melee,Long Blade,Avenger N,11,544,0,0,1,0,0,0,M-LB-195,New-Type Training III,16000,M-LB-195,Ares Alloy:2|King Sensor:1|Phoenix Bone:2|Phoenix Claw:1|Scorched Ambrosia:1
M-LB-197,Melee,Long Blade,Avenger X,12,562,0,0,1,0,0,0,M-LB-196,New-Type Training IV,40800,M-LB-196,Blaze Knight Lance:1|Blaze Knight Soft Steel:1|Wyrm Blaze Horn:1|Wyrm Fire Armor:1
M-LB-198,Melee,Long Blade,Avenger V,13,597,0,0,1,0,0,0,M-LB-197,New-Type Training IV,52000,M-LB-197,Ares Alloy:1|Blaze Knight Amethyst:1|Garuda Edge:1|Phoenix Talon:1|Wyrm Hematite:1
M-LB-199,Melee,Long Blade,Avenger EX,14,617,0,0,1,0,0,0,M-LB-198,New-Type Training IV,96000,M-LB-198,Generic Compound Core:1
M-LB-200,Melee,Long Blade,Curse Katana,10,666,0,0,0,0,0,0,-,Malediction I,17000,-,Yaksha Spaulder:1|Yaksha Barrier:1|Witch Feathering:1|Witch Eye:1|Sage Stone:1
M-LB-201,Melee,Long Blade,Curse Katana II,11,765,0,0,0,0,0,0,M-LB-200,Malediction II,16000,M-LB-200,Yaksha Barrel:1|Yaksha Filament:1|Witch Feathering:1|Witch Amethyst:1|Philosopher's Stone:1
M-LB-202,Melee,Long Blade,Curse Katana EX,14,838,0,0,0,0,0,0,M-LB-201,Malediction III,96000,M-LB-201,Generic Compound Core:1
M-LB-203,Melee,Long Blade,Vidofnir Mech,10,492,0,0,1,0,1,0,-,Ace,17000,-,Oracle Blaze Stone:1|Serpent Blaze Fang:1|Scorched Ambrosia:1|Phoenix Bone:1|Phoenix Claw:1
M-LB-204,Melee,Long Blade,Vidofnir Mech II,12,540,0,0,1,0,1,0,M-LB-203,"Ace, Activation I",40800,M-LB-203,Oracle Blaze Stone:1|Flame Tusk:1|Scorched Ambrosia:1|Phoenix Wing:1|Phoenix Claw:1
M-LB-205,Melee,Long Blade,Vidofnir Mech EX,14,593,0,0,1,0,1,0,M-LB-204,"Ace, Activation II",96000,M-LB-204,Generic Compound Core:1
M-LB-206,Melee,Long Blade,Behemoth Mech,10,492,0,0,0,1,1,0,-,Ace,17000,-,Oracle Freeze Stone:1|Spark Knight Armor+:1|Spark Knight God Needle:1|Conqueror Armor:1|Conqueror Grease:1
M-LB-207,Melee,Long Blade,Behemoth Mech II,12,540,0,0,0,1,1,0,M-LB-206,"Ace, Activation I",40800,M-LB-206,Oracle Freeze Crystal:1|Spark Knight Cuirass:1|Spark Knight Steel:1|Conqueror Crown:1|Conqueror Grease:1
M-LB-208,Melee,Long Blade,Behemoth Mech Ex,14,593,0,0,0,1,1,0,M-LB-207,"Ace, Activation II",96000,M-LB-207,Generic Compound Core:1
M-LB-209,Melee,Long Blade,Phoenix Mech,10,492,0,0,1,0,0,1,-,Ace,17000,-,Oracle Blaze Stone:1|Blaze Knight Armor+:1|Blaze Knight Needle:1|Ogre Sharp Fang:1|Serpent Blaze Helm:1
M-LB-210,Melee,Long Blade,Phoenix Mech II,12,540,0,0,1,0,0,1,M-LB-209,"Ace, Activation I",40800,M-LB-209,Oracle Blaze Stone:1|Flame Shell:1|Flame Tusk:1|Flame Carapace:1|Serpent Blaze Helm:1
M-LB-211,Melee,Long Blade,Phoenix Mech EX,14,593,0,0,1,0,0,1,M-LB-210,"Ace, Activation II",96000,M-LB-210,Generic Compound Core:1
M-LB-212,Melee,Long Blade,Leviathan Mech,10,492,0,0,0,1,0,1,-,Ace,17000,-,Oracle Freeze Stone:1|Royal Ice Wing:1|Empress Wreath:1|Pluto Skull:1|Ice King Grease:1
M-LB-213,Melee,Long Blade,Leviathan Mech II,12,540,0,0,0,1,0,1,M-LB-212,"Ace, Activation I",17000,M-LB-212,Oracle Freeze Crystal:1|Royal Ice Armor:1|Royal Redstone:1|Pluto Skull:1|Ice King Grease:1
M-LB-214,Melee,Long Blade,Leviathan Mech EX,14,593,0,0,0,1,0,1,M-LB-213,"Ace, Activation II",96000,M-LB-213,Generic Compound Core:1
M-LB-215,Melee,Long Blade,Excalibur,10,492,0,0,0,0,0,2,-,Defensive Type,17000,-,Mana Crystal:1|Phantom Armor:1|Phantom Horn:1|Seraphic Crystal:1|Phantom Ambrosia:1
M-LB-216,Melee,Long Blade,Excalibur II,11,523,0,0,0,0,0,2,M-LB-215,"Defensive Type, Hard Fighter I",16000,M-LB-215,Mana Crystal:2|Phantom Incisor:1|Phantom Cataphract:1|Seraphic Crystal:1|Phantom Ambrosia:1
M-LB-217,Melee,Long Blade,Excalibur N,13,573,0,0,0,0,0,2,M-LB-216,"defensive Type, Hard Fighter II",52000,M-LB-216,Mana Orb:1|Phantom Arm Gauntlet:1|Phantom Lance:1|Deific Crystal:1|Phantom Ambrosia:1
M-LB-218,Melee,Long Blade,Excalibur EX,14,593,0,0,0,0,0,2,M-LB-217,"Defensive Type, Hard Fighter III",96000,M-LB-217,Generic Compound Core:1
M-LB-219,Melee,Long Blade,Caladbolg,10,492,0,0,0,0,2,0,-,Defensive Type,17000,-,Mana Crystal:1|Spark Knight Armor+:2|Spark Knight Amethyst:1|Hanuman Femur:2|Hanuman amethyst:1
M-LB-220,Melee,Long Blade,Caladbolg II,11,523,0,0,0,0,2,0,M-LB-219,"Defensive Type, Hard Fighter I",16000,M-LB-219,Mana Crystal:2|Spark Knight God Needle:1|Spark Knight Amethyst:1|Hanuman Spark Armor:1|Hanuman Amethyst:1
M-LB-221,Melee,Long Blade,Caladbolg N,13,573,0,0,0,0,2,0,M-LB-220,"Defensive Type, Hard Fighter II",52000,M-LB-220,Mana Orb:1|Spark Knight Steel:1|Spark Knight Amethyst:1|Hanuman Forcefield:1|Hanuman Hematite:1
M-LB-222,Melee,Long Blade,Caladbolg EX,14,593,0,0,0,0,2,0,M-LB-221,"Defensive Type, Hard Fighter III",96000,M-LB-221,Generic Compound Core:1
M-LB-223,Melee,Long Blade,Claimh Solais,10,492,0,0,2,0,0,0,-,Defensive Type,17000,-,Mana Crystal:1|Serpent Soft Iron:1|Flaming Crystal:1|Blaze Wyrm Fang:1|Wyrm Amethyst:1
M-LB-224,Melee,Long Blade,Claimh Solais II,11,523,0,0,2,0,0,0,M-LB-223,"Defensive Type, Hard Fighter I",16000,M-LB-223,Mana Crystal:2|Serpent Blaze Horn:1|Flaming Crystal:1|Blaze Wyrm Fang:1|Wyrm amethyst:1
M-LB-225,Melee,Long Blade,Claimh Solais N,13,573,0,0,2,0,0,0,M-LB-224,"Defensive Type, Hard Fighter II",52000,M-LB-224,Mana Orb:1|Serpent Soft Steel:1|Flaming Crystal:1|Scorched Ambrosia:1|Wyrm hematite:1
M-LB-226,Melee,Long Blade,Claimh Solais EX,14,593,0,0,2,0,0,0,M-LB-225,"Defensive Type, Hard Fighter III",96000,M-LB-225,Generic Compound Core:1
M-LB-227,Melee,Long Blade,Fragarach,10,492,0,0,0,1,0,0,-,Defensive Type,17000,-,Mana Crystal:1|Empress Fang:1|Royal Redstone:1|Boreas Rumbler:1|Wukong Amethyst:1
M-LB-228,Melee,Long Blade,Fragarach II,11,523,0,0,0,2,0,0,M-LB-227,"Defensive Type, Hard Fighter I",16000,M-LB-227,Mana Crystal:2|Empress Wreath:1|Royal Redstone:1|Hanuman Ambrosia:1|Wukong Amethyst:1
M-LB-229,Melee,Long Blade,Fragarach N,13,573,0,0,0,2,0,0,M-LB-228,"Defensive Type, Hard Fighter II",52000,M-LB-228,Mana Orb:1|Royal Crystal Wing:1|Royal Amethyst:1|Wukong Cowl:1|Wukong Hematite:1
M-LB-230,Melee,Long Blade,Fragarach EX,14,593,0,0,0,2,0,0,M-LB-229,"Defensive Type, Hard Fighter III",96000,M-LB-229,Generic Compound Core:1
M-LB-231,Melee,Long Blade,Maestoso,10,492,0,0,0,0,0,2,-,Dunamis I,17000,-,Elder's Wing:3|Elder's Armor:3|Elder's Oculus:2|Elder's Horn:2|Elder's Chain:2
M-LB-232,Melee,Long Blade,Maestoso II,11,523,0,0,0,0,0,2,M-LB-231,Dunamis III,16000,M-LB-231,Elder's Wing:3|Elder's Armor:3|Elder's Oculus:2|Elder's Horn:2|Elder's Soul:3
M-LB-233,Melee,Long Blade,Maestoso N,12,540,0,0,0,0,0,2,M-LB-232,"Dunamis III, Disease Treatment I",40800,M-LB-232,Elder's Armor:3|Elder's Wing:3|Elder's horn:2|Elder's Chain:2|Elder's Soul:3
M-LB-234,Melee,Long Blade,Maestoso EX,14,593,0,0,0,0,0,2,M-LB-233,"Dunamis III, Disease Treatment III",96000,M-LB-233,Generic Compound Core:1
M-LB-235,Melee,Long Blade,Graveblade: Shadow,10,0,512,0,0,0,0,0,-,Patron Saint I,17000,-,Draconic Fang:1|abyssal Crystal:1|Phantom Horn:1|Holy Jewel Steel:1|Oracle Lucent Stone:1
M-LB-236,Melee,Long Blade,Graveblade: Shadow II,12,0,562,0,0,0,0,0,M-LB-235,Patron Saint II,40800,M-LB-235,Simian Pharynx:1|Simian Power Armor:1|Abyssal Crystal:1|Ultra-Pure Mistle:1|Oracle Lucent Crystal:1
M-LB-237,Melee,Long Blade,Graveblade: Shadow EX,14,0,617,0,0,0,0,0,M-LB-236,Patron Saint III,96000,M-LB-236,Generic Compound Core:1
M-LB-238,Melee,Long Blade,GE Chocolate,10,512,0,0,0,0,0,0,-,Energy Bar I,17000,-,Prince's Sand:1|Phoenix Wing:2|Goddess Rind:2|Pure Oil:1|Titanium Alloy:2
M-LB-239,Melee,Long Blade,GE Chocolate II,12,562,0,0,0,0,0,0,M-LB-238,Energy Bar II,40800,M-LB-238,Prince's Sand:1|Phoenix Talon:2|Goddess Quill:2|Ultra-Pure Oil:1|Titanium Superalloy:2
M-LB-240,Melee,Long Blade,GE Chocolate EX,14,617,0,0,0,0,0,0,M-LB-239,Energy Bar III,96000,M-LB-239,Generic Compound Core:1
M-LB-241,Melee,Long Blade,Yi Angam,11,519,0,0,0,0,0,0,-,Shutout,20000,-,Flame Shell:2|Flame Tusk:2|Flame Nail:2|Flame Glass:1|Flame Dynamo:1
M-LB-242,Melee,Long Blade,Vesh Vara,12,540,0,0,0,0,0,0,M-LB-241,"Shutout, Corrosion I",40800,M-LB-241,Flame Carapace:3|Flame Tusk:2|Flame Sickle:2|Flame Glass:1|Flame Cortex:1
M-LB-243,Melee,Long Blade,Vesh Vara EX,14,593,0,0,0,0,0,0,M-LB-242,"Shutout, Corrosion II",96000,M-LB-242,Generic Compound Core:1
M-LB-244,Melee,Long Blade,Safety Chainsaw,11,524,0,0,1,0,0,0,-,Devoted Care I,20000,-,Holy Serpent Guard:1|Serpent Blaze Horn:1|Simian Drum:1|Simian Fragment:1|Pure Silver:1
M-LB-245,Melee,Long Blade,Safety Chainsaw II,13,579,0,0,1,0,0,0,M-LB-244,Devoted Care II,52000,M-LB-244,Serpent Carapace:1|Serpent Soft Steel:1|Hanuman Forcefield:1|Hanuman Cowl:1|Titanium Superalloy:1
M-LB-246,Melee,Long Blade,Carezzare,14,599,0,0,1,0,0,0,M-LB-245,Devoted Care III,96000,M-LB-245,Generic Compound Core:1
M-LB-247,Melee,Long Blade,Wyvern Blade,13,567,0,0,0,0,0,2,-,Major Step III,65000,-,Wyvern Soft Steel:1|Wyvern Helm:1|Wyvern Fang:1|Wyvern Stone:1|Dire Crystal:1
M-LB-248,Melee,Long Blade,Wyvern Blade EX,14,593,0,0,0,0,0,2,M-LB-247,"Major Step III, Polished Evasion III",96000,M-LB-247,Generic Compound Core:1
M-LB-249,Melee,Long Blade,Dictator,13,578,0,0,0,1,0,0,-,Liberator I,65000,-,bahamut Helm:1|Bahamut Blue Mail:1|Bahamut Sky Fang:1|Boreal Stone:1|Oracle Freeze Crystal:1
M-LB-250,Melee,Long Blade,Dictator EX,14,605,0,0,0,1,0,0,M-LB-249,Liberator II,96000,M-LB-249,Generic Compound Core:1
M-LB-251,Melee,Long Blade,Koenigsberg,14,577,0,0,0,1,1,1,-,Apsara,120000,-,Cronus Crown:1
M-LB-252,Melee,Long Blade,Avaritia,14,595,0,0,0,0,0,0,-,"Great Devourer IV, Far East Champion",120000,-,Hades Crown:1|Hades Fang:1|Hades Wing:1|Hades Claw:1|Hades Redstone:1
